term,name,ename,sex,party,partyGroup,areaName,committee,onboardDate,degree,tel,experience,fax,addr,picUrl,leaveFlag,leaveDate,leaveReason
10,張宏陸,Chang Hung-Lu,男,民主進步黨,民主進步黨,新北市第6選舉區,第10屆第1會期：內政委員會;第10屆第2會期：內政委員會;第10屆第2會期：修憲委員會;第10屆第3會期：內政委員會;第10屆第3會期：修憲委員會;第10屆第4會期：內政委員會;第10屆第5會期：內政委員會;第10屆第5會期：紀律委員會;第10屆第6會期：內政委員會;第10屆第7會期：內政委員會;,2020/02/01,東吳大學政治系學士;國立臺北教育大學教育碩士;文化大學美國研究所,國會研究室：02-2358-8066;板橋文化路服務處：02-2250-7018,第9屆立法委員新北市議員民進黨臺北縣黨部執行長行政院反恐辦公室副主任行政院長秘書板橋市代理市長臺北縣民政局長臺北縣長室秘書立委蘇貞昌團隊助理蘇貞昌立委團隊助理民進黨中常委民進黨台北縣黨部執行長文化大學美國研究所,國會研究室：02-2358-8070;板橋文化路服務處：02-2250-7028,國會研究室：100221台北市中正區青島東路1號3305室;板橋文化路服務處：220004新北市板橋區文化路二段124巷6號,http://www.ly.gov.tw//Images/Legislators/100049.jpg,否,,
10,張育美,Hsu ChangYu-Mei,女,中國國民黨,中國國民黨,全國不分區及僑居國外國民,第10屆第1會期：社會福利及衛生環境委員會;第10屆第2會期：社會福利及衛生環境委員會;第10屆第3會期：社會福利及衛生環境委員會;第10屆第4會期：社會福利及衛生環境委員會;第10屆第5會期：社會福利及衛生環境委員會;第10屆第5會期：程序委員會;第10屆第6會期：社會福利及衛生環境委員會;第10屆第6會期：程序委員會;第10屆第6會期：紀律委員會;第10屆第7會期：社會福利及衛生環境委員會;,2020/02/01,高雄醫學大學藥學系;國立中央大學管理研究所碩士;國立台灣大學EMBA台復班;高雄醫學大學第16屆傑出校友;國立中央大學第6屆傑出校友,國會研究室：02-2358-8261;楊梅服務處：03-462-5636,中國國民黨中常委社團法人國家生技醫療產業策進會第六屆理事國立中央大學校友總會第九屆理事長中華民國高雄醫學大學校友會第四屆副理事長台灣女董事協會 監事國際醫療衛生促進協會 理事,國會研究室：02-2358-8265;楊梅服務處：02-2358-8275,國會研究室：100221台北市中正區青島東路1號3401室;楊梅服務處：326021桃園市楊梅區中山北路1段362號4樓,http://www.ly.gov.tw//Images/Legislators/100050.jpg,否,,
10,張其祿,JangChyi-Lu,男,台灣民眾黨,台灣民眾黨,全國不分區及僑居國外國民,第10屆第1會期：內政委員會;第10屆第2會期：內政委員會;第10屆第2會期：修憲委員會;第10屆第3會期：財政委員會;第10屆第3會期：修憲委員會;第10屆第4會期：財政委員會;第10屆第5會期：財政委員會;第10屆第6會期：財政委員會;第10屆第7會期：教育及文化委員會;,2020/02/01,美國南加州大學 [USC]     公共行政  博士 2000;國立中興大學 [台北大學] 公共政策  碩士 1994;國立中興大學 [台北大學] 公共行政  學士 1990,國會研究室：02-2358-6391,國立中山大學社會科學院院長國立中山大學政治經濟學系特聘教授高雄市政府研究發展考核委員會委員,國會研究室：02-2358-6395,國會研究室：100224台北市中正區濟南路1段3之1號0605室,http://www.ly.gov.tw//Images/Legislators/100051.jpg,否,,
10,張廖萬堅,Chang Liao Wan-Chien,男,民主進步黨,民主進步黨,臺中市第4選舉區,第10屆第1會期：教育及文化委員會;第10屆第2會期：教育及文化委員會;第10屆第3會期：教育及文化委員會;第10屆第3會期：紀律委員會;第10屆第4會期：教育及文化委員會;第10屆第5會期：教育及文化委員會;第10屆第6會期：教育及文化委員會;第10屆第7會期：教育及文化委員會;,2020/02/01,國立台中一中;輔仁大學大眾傳播;東吳大學政治學研究所碩士班;東海大學EMBA高階經營管理碩士班,國會研究室：02-2358-8282;台中服務處：04-2708-8883,台中市議員(1998~2016)民進黨台中市黨部主任委員台中一中校友會理事台中市陽光城市發展協會創會理事長台中市教師會、全人家長協會、醫師公會、牙醫師公會顧問,國會研究室：02-2358-8285;台中服務處：04-2708-9803,國會研究室：100221台北市中正區青島東路1號3402室;台中服務處：407863台中市西屯區至善路52號,http://www.ly.gov.tw//Images/Legislators/100052.jpg,否,,
10,莊瑞雄,Chuang Jui-Hsiung,男,民主進步黨,民主進步黨,全國不分區及僑居國外國民,第10屆第1會期：財政委員會;第10屆第1會期：程序委員會;第10屆第1會期：紀律委員會;第10屆第2會期：財政委員會;第10屆第2會期：程序委員會;第10屆第2會期：修憲委員會;第10屆第3會期：內政委員會;第10屆第3會期：紀律委員會;第10屆第3會期：修憲委員會;第10屆第4會期：內政委員會;第10屆第5會期：內政委員會;第10屆第6會期：內政委員會;第10屆第7會期：內政委員會;第10屆第7會期：程序委員會;,2020/02/01,國立臺灣大學生物產業傳播暨發展學系博士;國立臺灣大學農業經濟系碩士;國立臺北大學企業管理系碩士;國立臺灣大學法律學系學士,國會研究室：02-2358-6368;屏東市服務處：08-755-7893;東港服務處：08-833-7893;恆春服務處：08-888-3893;琉球服務處：08-861-2347;枋寮服務處：0935-832618,第8.9.10屆立法委員公督盟評鑑優秀立委第11屆國家磐石關懷獎章得主執業律師2020蔡英文總統競選連任辦公室副總幹事兼發言人民進黨發言人第13屆民進黨中央執行委員第13.14屆民進黨台北市黨部主委第10.11屆台北市議員綠色和平電台主持人,國會研究室：02-2358-6369;屏東市服務處：08-752-9315;東港服務處：08-833-9316;恆春服務處：08-889-9316,國會研究室：100224台北市中正區濟南路1段3之1號0702室;屏東市服務處：900003屏東縣屏東市自由路134號;東港服務處：928007屏東縣東港鎮光復路一段48號;恆春服務處：946004屏東縣恆春鎮北門路9號;琉球服務處：929003屏東縣琉球鄉中正路331號;枋寮服務處：940003屏東縣枋寮鄉德興路71號,http://www.ly.gov.tw//Images/Legislators/100053.jpg,否,,
10,莊競程,ChuangChing-Cheng,男,民主進步黨,民主進步黨,臺中市第5選舉區,第10屆第1會期：社會福利及衛生環境委員會;第10屆第2會期：社會福利及衛生環境委員會;第10屆第3會期：社會福利及衛生環境委員會;第10屆第4會期：社會福利及衛生環境委員會;第10屆第5會期：社會福利及衛生環境委員會;第10屆第6會期：社會福利及衛生環境委員會;第10屆第7會期：社會福利及衛生環境委員會;,2020/02/01,國立台灣大學醫學工程學系 博士;中原大學生物醫學工程學系 碩士;中原大學生物醫學工程學系 學士,國會研究室：02-2358-8011;北屯服務處：04-2233-1997,國立交通大學生醫工程研究所-助理教授國立交通大學電機工程學系-合聘助理教授日本筑波大學物理工學系計算光學實驗室-訪問學者國立陽明大學牙醫學系-博士後研究員國立陽明大學生醫光學暨分子影像研究中心-博士後研究員,國會研究室：02-2358-8015;北屯服務處：04-2233-0103,國會研究室：100008台北市中正區青島東路10號3503室;北屯服務處：406023台中市北屯區北屯路275-2號,http://www.ly.gov.tw//Images/Legislators/100054.jpg,否,,
10,許淑華,Hsu Shu-Hua,女,中國國民黨,中國國民黨,南投縣第2選舉區,第10屆第1會期：交通委員會;第10屆第2會期：交通委員會;第10屆第3會期：交通委員會;第10屆第4會期：交通委員會;第10屆第5會期：交通委員會;第10屆第6會期：交通委員會;,2020/02/01,逢甲大學經營管理碩士畢,國會研究室：02-2358-8356;南投服務處：049-2226-116,南投縣議會第15屆議員南投縣南投市第8、9屆市長南投縣商業總會理事長95年全國社會優秀青年立法委員第8、9、10屆中國國民黨第18屆中央常務委員,國會研究室：02-2358-8050;南投服務處：049-2226-117,國會研究室：100224台北市中正區濟南路1段3之1號0206室;南投服務處：540009南投縣南投市玉井街51號,http://www.ly.gov.tw//Images/Legislators/100055.jpg,是,2022/12/25,辭職
10,許智傑,Hsu Chih-Chieh,男,民主進步黨,民主進步黨,高雄市第7選舉區,第10屆第1會期：交通委員會;第10屆第3會期：司法及法制委員會;第10屆第4會期：司法及法制委員會;第10屆第5會期：交通委員會;第10屆第6會期：交通委員會;第10屆第7會期：交通委員會;,2020/02/01,國立高雄師範大學理學院科學教育暨環境教育研究所科學教育博士班博士候選人;國立高雄師範大學教育學系研究所碩士;國立臺灣大學機械工程學系學士;高雄市立高雄高級中學;高雄市立五甲國中;高雄市立五甲國小,國會研究室：02-2358-6621;鳳山服務處：07-768-1899,第八、九、十屆立法委員民主進步黨中央黨部 常務執行委員民主進步黨中央黨部 執行委員立法院民主進步黨團 書記長首任鳳山區區長第十屆鳳山市市長第十五屆高雄縣議員鳳山市第八屆市民代表高雄縣私立高旗高級工業家事職業學校 教務主任、訓導主任、補教主任正修科技大學 兼任助理教授和春技術學院 兼任講師高雄市鳳山社區大學 創辦人高雄市鳳山市民大學 主任國家中山科學研究院 製程及NC工程師,國會研究室：02-2358-6625;鳳山服務處：07-768-9900,國會研究室：100224台北市中正區濟南路1段3之1號0703室;鳳山服務處：830049高雄市鳳山區保泰路96號,http://www.ly.gov.tw//Images/Legislators/100056.jpg,否,,
10,郭國文,Kuo Kuo-Wen,男,民主進步黨,民主進步黨,臺南市第2選舉區,第10屆第1會期：財政委員會;第10屆第2會期：財政委員會;第10屆第2會期：修憲委員會;第10屆第3會期：財政委員會;第10屆第3會期：紀律委員會;第10屆第3會期：修憲委員會;第10屆第4會期：財政委員會;第10屆第5會期：財政委員會;第10屆第5會期：程序委員會;第10屆第6會期：財政委員會;第10屆第6會期：程序委員會;第10屆第7會期：財政委員會;,2020/02/01,國立成功大學政治經濟研究所博士;國立台灣大學國家發展研究所碩士,國會研究室：02-2358-8311;善化服務處：06-585-1933,第九屆立法委員行政院勞動部政務次長長榮大學助理教授台南市議會第一、二屆市議員台南縣政府行政管理處處長,國會研究室：02-2358-8315;善化服務處：06-585-3303,國會研究室：100221台北市中正區青島東路1號3303室;善化服務處：741005臺南市善化區中正路188巷12-1號,http://www.ly.gov.tw//Images/Legislators/100057.jpg,否,,
10,陳以信,Chen I-Hsin,男,中國國民黨,中國國民黨,全國不分區及僑居國外國民,第10屆第1會期：外交及國防委員會;第10屆第1會期：程序委員會;第10屆第2會期：外交及國防委員會;第10屆第2會期：程序委員會;第10屆第3會期：外交及國防委員會;第10屆第3會期：程序委員會;第10屆第4會期：外交及國防委員會;第10屆第4會期：程序委員會;第10屆第5會期：司法及法制委員會;第10屆第5會期：紀律委員會;第10屆第6會期：司法及法制委員會;第10屆第7會期：外交及國防委員會;,2020/02/01,劍橋大學政治與國際關係研究系博士後研究員;倫敦大學亞非學院經濟系博士;倫敦大學亞非學院發展研究系碩士;台灣大學政治系學士,國會研究室：02-2358-8241,中華民國立法院第十屆立法委員美國華府台美研究中心執行長中國國民黨政策會副執行長中國國民黨海外部主任前總統府發言人中國國民黨前文傳會副主委兼發言人及國際事務部主任英國劍橋大學新興強權研究中心研究員英國倫敦大學亞非學院台灣研究中心副研究員,國會研究室：02-2358-8330,國會研究室：100221台北市中正區青島東路1號3111室,http://www.ly.gov.tw//Images/Legislators/100058.jpg,否,,
10,陳玉珍,ChenYu-Jen,女,中國國民黨,中國國民黨,金門縣選舉區,第10屆第1會期：內政委員會;第10屆第1會期：紀律委員會;第10屆第1會期：經費稽核委員會;第10屆第2會期：內政委員會;第10屆第2會期：程序委員會;第10屆第2會期：修憲委員會;第10屆第2會期：經費稽核委員會;第10屆第3會期：社會福利及衛生環境委員會;第10屆第3會期：程序委員會;第10屆第3會期：紀律委員會;第10屆第3會期：修憲委員會;第10屆第4會期：社會福利及衛生環境委員會;第10屆第4會期：程序委員會;第10屆第5會期：司法及法制委員會;第10屆第6會期：司法及法制委員會;第10屆第7會期：內政委員會;,2020/02/01,國立臺灣大學中文系學士/輔修法律系;日本九州大學國際公法碩士;中國北京大學國際經濟法法學碩士;美國哈佛大學公共政策學院進修,國會研究室：02-2358-6098;金門服務處：082-320-706,金門縣議會議長陳水木先生助理金門縣議會（第三屆）議員金門縣議會（第四屆）議員金門縣議會（第六屆）議員中華民國（第九屆）立法委員司法委員會 國民黨團委員長,國會研究室：02-2358-6100;金門服務處：082-311-288,國會研究室：100008台北市中正區青島東路10號3501室;金門服務處：893013金門縣金城鎮民權路27號,http://www.ly.gov.tw//Images/Legislators/100059.jpg,否,,
10,陳秀寳,Chen Hsiu-Pao,女,民主進步黨,民主進步黨,彰化縣第1選舉區,第10屆第1會期：教育及文化委員會;第10屆第1會期：經費稽核委員會;第10屆第2會期：教育及文化委員會;第10屆第2會期：經費稽核委員會;第10屆第3會期：教育及文化委員會;第10屆第4會期：教育及文化委員會;第10屆第5會期：教育及文化委員會;第10屆第5會期：經費稽核委員會;第10屆第6會期：教育及文化委員會;第10屆第6會期：紀律委員會;第10屆第6會期：經費稽核委員會;第10屆第7會期：教育及文化委員會;第10屆第7會期：經費稽核委員會;,2020/02/01,西勢國小;福興國中;精誠高中;建國科技大學二技,國會研究室：02-2358-6881;鹿港服務處：04-775-6001,立法委員陳進丁國會助理鹿港國中家長會副團長彰化縣議會第十七、十八、十九屆縣議員民進黨彰化縣議會黨團幹事長,國會研究室：02-2358-6140;鹿港服務處：04-775-6025,國會研究室：100224台北市中正區濟南路1段3之1號0601室;鹿港服務處：505006彰化縣鹿港鎮東石里鹽埕巷30-32號,http://www.ly.gov.tw//Images/Legislators/100060.jpg,否,,
10,陳明文,Chen Ming-Wen,男,民主進步黨,民主進步黨,嘉義縣第2選舉區,第10屆第1會期：經濟委員會;第10屆第2會期：經濟委員會;第10屆第2會期：交通委員會;第10屆第3會期：交通委員會;第10屆第3會期：經費稽核委員會;第10屆第4會期：交通委員會;第10屆第4會期：經費稽核委員會;第10屆第5會期：經濟委員會;第10屆第6會期：經濟委員會;第10屆第7會期：經濟委員會;,2020/02/01,私立東海大學哲學系畢業,國會研究室：02-2358-8101;嘉義服務處：05-225-5589;民雄服務處：05-226-0502,嘉義縣議會第9屆議員、第10屆議長台灣省議會第8、9、10屆議員第4屆立法委員嘉義縣第14、15屆縣長第7、8、9屆立法委員,國會研究室：02-2358-8105;嘉義服務處：05-225-1641;民雄服務處：05-226-4711,國會研究室：100221台北市中正區青島東路1號3101室;嘉義服務處：600004嘉義市西區民族路909號;民雄服務處：621002嘉義縣民雄鄉東榮村文化路24-1號,http://www.ly.gov.tw//Images/Legislators/100061.jpg,否,,
10,陳亭妃,Chen Ting-Fei,女,民主進步黨,民主進步黨,臺南市第3選舉區,第10屆第1會期：經濟委員會;第10屆第2會期：經濟委員會;第10屆第2會期：修憲委員會;第10屆第3會期：經濟委員會;第10屆第3會期：紀律委員會;第10屆第3會期：修憲委員會;第10屆第4會期：經濟委員會;第10屆第5會期：經濟委員會;第10屆第6會期：經濟委員會;第10屆第7會期：經濟委員會;,2020/02/01,長榮大學經營管理學研究所博士;長榮大學經營管理學研究所碩士;文化大學;家齊女中;中山國中;協進國小,國會研究室：02-2358-6761;北區服務處：06-280-3906;安南區服務處：06-256-8012,第7、8、9、10屆立法委員第14、15、16屆台南市議員立法院民進黨團書記長立法院民進黨團副幹事長立法院民進黨團副書記長立法院外交及國防委員會 召集委員立法院教育及文化委員會 召集委員民主進步黨中央常務委員民主進步黨中央執行委員民主進步黨台南市黨部主任委員民主進步黨台南市黨部執行委員民主進步黨中央黨代表財團法人凱達格蘭基金會董事長長榮大學全國校友總會理事長社團法人台灣凱校人力發展協會理事長e世代關心協會理事長地方電視台新聞記者、主播,國會研究室：02-2358-6755;北區服務處：06-358-6489;安南區服務處：06-256-0701,國會研究室：100224台北市中正區濟南路1段3之1號1101室;北區服務處：704026臺南市北區海安路三段963號;安南區服務處：709034臺南市安南區安中路二段8號,http://www.ly.gov.tw//Images/Legislators/100062.jpg,否,,
10,陳柏惟,Chen Po-Wei,男,台灣基進,0無,臺中市第2選舉區,第10屆第1會期：外交及國防委員會;第10屆第2會期：外交及國防委員會;第10屆第2會期：修憲委員會;第10屆第3會期：外交及國防委員會;第10屆第3會期：修憲委員會;,2020/02/01,國立高雄大學資訊管理學系,國會研究室：(02)2358-8156 ;烏日服務處：(04)2337-7383;沙鹿服務處：(04)2662-0913;霧峰服務處：(04)2330-5663;大肚服務處：(04)2699-8903;龍井中央路服務處：(04)2639-1163,壘球教練電影製片電影特效部專案經理立體視覺總監,國會研究室：(02)2358-8165;烏日服務處：(04)2337-0479;沙鹿服務處：(04)2662-0915;霧峰服務處：(04)2330-5653;大肚服務處：(04)2699-8053,國會研究室：100-224 臺北市中正區濟南路一段3-1號0708室  ;烏日服務處：414-603 臺中市烏日區中山路一段525號    ;沙鹿服務處：433-107 臺中市沙鹿區中山路537號;霧峰服務處：413-007 臺中市霧峰區文化巷57號;大肚服務處：432-011 臺中市大肚區自由路148號;龍井中央路服務處：434-008 臺中市龍井區中央路三段169號,http://www.ly.gov.tw//Images/Legislators/100063.jpg,是,2021/10/28,110.10.28中選會公告罷免投票通過，自公告日起解除職務。
10,陳素月,ChenSu-Yueh,女,民主進步黨,民主進步黨,彰化縣第4選舉區,第10屆第1會期：交通委員會;第10屆第2會期：交通委員會;第10屆第3會期：交通委員會;第10屆第3會期：紀律委員會;第10屆第4會期：交通委員會;第10屆第5會期：交通委員會;第10屆第6會期：交通委員會;第10屆第7會期：交通委員會;,2020/02/01,文化大學史學研究所碩士;文化大學史學系;台中女中;南投縣名間國中、僑興國小,國會研究室：02-2358-6691;員林服務處：04-832-8552;社頭服務處：04-872-5011,第8、9屆立法委員第16、17屆彰化縣議員國立空中大學講師財團法人拓展文教基金會執行長立法委員魏明谷國會助理大葉大學兼任講師民主進步黨第10~16屆全國黨員代表彰化縣南投同鄉會總幹事員林百果山獅子會第21屆會長,國會研究室：02-2358-6695;員林服務處：04-835-3414;社頭服務處：04-872-0411,國會研究室：100224台北市中正區濟南路1段3之1號2109室;員林服務處：510006彰化縣員林市惠來里惠明街219號;社頭服務處：511001彰化縣社頭鄉員集路二段247巷60號,http://www.ly.gov.tw//Images/Legislators/100064.jpg,否,,
10,陳雪生,Chen Hsueh-Sheng,男,中國國民黨,中國國民黨,連江縣選舉區,第10屆第1會期：交通委員會;第10屆第1會期：紀律委員會;第10屆第2會期：交通委員會;第10屆第3會期：交通委員會;第10屆第4會期：交通委員會;第10屆第5會期：交通委員會;第10屆第6會期：交通委員會;第10屆第7會期：交通委員會;,2020/02/01,豐原商職,國會研究室：02-2358-6631;南竿服務處：0836-25016,第三屆國大代表第三、四屆連江縣縣長第八、九屆連江縣立法委員雪源文教基金會董事長馬祖馬尾經貿交流協會理事長國立馬祖高中校友會理事長連江縣體育會理事長,國會研究室：02-2358-6635;南竿服務處：0836-25018,國會研究室：100224台北市中正區濟南路1段3之1號2107室;南竿服務處：209001連江縣南竿鄉介壽村237號,http://www.ly.gov.tw//Images/Legislators/100065.jpg,否,,
10,陳椒華,Chen Jiau-Hua,女,時代力量,時代力量,全國不分區及僑居國外國民,第10屆第1會期：財政委員會;第10屆第1會期：程序委員會;第10屆第2會期：財政委員會;第10屆第2會期：程序委員會;第10屆第3會期：司法及法制委員會;第10屆第3會期：經費稽核委員會;第10屆第4會期：司法及法制委員會;第10屆第4會期：經費稽核委員會;第10屆第5會期：交通委員會;第10屆第5會期：經費稽核委員會;第10屆第6會期：交通委員會;第10屆第6會期：經費稽核委員會;第10屆第7會期：交通委員會;第10屆第7會期：經費稽核委員會;,2020/02/01,國立清華大學輻射生物研究所 碩士;高雄醫學院藥學系 學士;藥師國考及格 藥師,國會研究室：02-2358-6291;台北服務處：02-2598-0802;台中服務處：04-2473-6271;彰化服務處：04-722-8307;嘉義服務處：0908-320-669;台南服務處：06-222-6312;高雄服務處：07-380-9099;屏東服務處：08-734-3100;花蓮服務處：03-832-3880,嘉南藥理大學食品科技系 副教授食品工業發展研究所 副研究員台灣水資源保育聯盟 理事長台灣環境保護聯盟 理事長台灣要健康婆婆爸爸媽媽團 理事長台灣電磁輻射公害防治協會理事長台南市環境保護聯盟 理事長,國會研究室：02-2358-6295;台北服務處：02-2598-0803;台中服務處：04-2473-6280,國會研究室：100224台北市中正區濟南路1段3之1號0405室;台北服務處：103035台北市大同區延平北路四段171號1樓;台中服務處：408026台中市南屯區大墩東街11號;彰化服務處：500006彰化縣彰化市中華路151號2樓;嘉義服務處：600005嘉義市中正路658號2樓;台南服務處：700014台南市中西區海安路二段125號2樓;高雄服務處：807389高雄市三民區延慶街78號;屏東服務處：900006屏東市永福路50號;花蓮服務處：970008花蓮縣花蓮市中山路58號,http://www.ly.gov.tw//Images/Legislators/100066.jpg,否,,
10,陳超明,ChenChao-Ming,男,中國國民黨,中國國民黨,苗栗縣第1選舉區,第10屆第1會期：經濟委員會;第10屆第2會期：經濟委員會;第10屆第3會期：經濟委員會;第10屆第4會期：經濟委員會;第10屆第5會期：經濟委員會;第10屆第6會期：經濟委員會;第10屆第7會期：經濟委員會;,2020/02/01,政治大學公共行政系,國會研究室：02-2358-6611;竹南服務處：037-468-448,苗栗縣第12、13屆縣議員 第10屆省議員 第4、8、9屆立法委員 總統府顧問 行政院顧問,國會研究室：02-2358-6615;竹南服務處：037-478-508,國會研究室：100224台北市中正區濟南路1段3之1號1003室;竹南服務處：350002苗栗縣竹南鎮環市路二段139號,http://www.ly.gov.tw//Images/Legislators/100067.jpg,否,,
10,陳歐珀,Chen Ou-Po,男,民主進步黨,民主進步黨,宜蘭縣選舉區,第10屆第1會期：交通委員會;第10屆第2會期：交通委員會;第10屆第2會期：紀律委員會;第10屆第3會期：交通委員會;第10屆第4會期：交通委員會;第10屆第5會期：司法及法制委員會;第10屆第6會期：司法及法制委員會;第10屆第6會期：紀律委員會;第10屆第7會期：交通委員會;,2020/02/01,大湖國小;復興國中;國立宜蘭高級中學;國立中興大學森林所學士;國立中興大學森林研究所碩士;國立台灣大學環工所博士班候選人,國會研究室：02-2358-6220;溪北服務處：03-936-6299;溪南服務處：03-957-2099,第八、九屆立法委員(社會福利及衛生環境委員會、外交及國防委員會召委、交通委員會召委)宜蘭縣政府機要秘書勞委會羅東、新店就業服務站站長國民大會代表民進黨宜蘭縣黨部第九、十屆主委台灣省議會第十屆議員三星鄉代理鄉長(創辦蔥蒜節)宜蘭縣政府林務課課長、農務課課長、技正省政府林務局羅東林管處技術員國立宜蘭大學兼任講師,國會研究室：02-2358-6170;溪北服務處：03-936-6189;溪南服務處：03-957-2788,國會研究室：100224台北市中正區濟南路1段3之1號408室;溪北服務處：260008宜蘭縣宜蘭市民族路593號;溪南服務處：265005宜蘭縣羅東鎮興東南路152號,http://www.ly.gov.tw//Images/Legislators/100068.jpg,否,,
10,陳瑩,Chen Ying,女,民主進步黨,民主進步黨,平地原住民選舉區,第10屆第1會期：社會福利及衛生環境委員會;第10屆第2會期：社會福利及衛生環境委員會;第10屆第2會期：紀律委員會;第10屆第3會期：社會福利及衛生環境委員會;第10屆第3會期：紀律委員會;第10屆第4會期：社會福利及衛生環境委員會;第10屆第5會期：社會福利及衛生環境委員會;第10屆第6會期：社會福利及衛生環境委員會;第10屆第7會期：社會福利及衛生環境委員會;,2020/02/01,美國伊利諾大學香檳校園音樂系碩士班畢業,國會研究室：02-2358-8276;臺東服務處：089-360-612;桃園服務處：03-380-5541,第六屆平地原住民立法委員第七屆不分區立法委員社會福利及衛生環境委員會召委外交國防委員會召委第九屆平地原住民立法委員社會福利及衛生環境委員會召委立法院民進黨團書記長民進黨中常委民進黨原住民族事務部主任,國會研究室：02-2358-8280;臺東服務處：089-360-181;桃園服務處：03-380-141,國會研究室：100221台北市中正區青島東路1號3403室;臺東服務處：950021臺東縣臺東市傳廣路263號;桃園服務處：335002桃園市大溪區介壽路756號,http://www.ly.gov.tw//Images/Legislators/100069.jpg,否,,
10,傅崐萁,Fu Kun-Chi,男,中國國民黨,中國國民黨,花蓮縣選舉區,第10屆第1會期：交通委員會;第10屆第4會期：交通委員會;第10屆第5會期：交通委員會;第10屆第6會期：交通委員會;第10屆第7會期：交通委員會;,2020/02/01,省立花蓮中學;淡江大學交通管理學系;淡江大學大陸研究所碩士,國會研究室：02-2358-6208;花蓮服務處：03-853-3328,2010-2018九連冠五星縣長第16、17屆花蓮縣長第5、6、7屆立法委員立法院全院聯席會主席立法院國防委員會召集人立法院預算委員會召集人立法院親民黨團總召集人立法院世界臺商之友會副會長花蓮縣第一獅子會會長花蓮縣客屬會理事長,國會研究室：02-2358-6650;花蓮服務處：03-853-5598,國會研究室：100224台北市中正區濟南路1段3之1號0202室;花蓮服務處：973049花蓮縣吉安鄉中華路二段180號,http://www.ly.gov.tw//Images/Legislators/100070.jpg,否,,
