term,name,ename,sex,party,partyGroup,areaName,committee,onboardDate,degree,tel,experience,fax,addr,picUrl,leaveFlag,leaveDate,leaveReason
10,曾銘宗,TsengMing-Chung,男,中國國民黨,中國國民黨,全國不分區及僑居國外國民,第10屆第1會期：財政委員會;第10屆第1會期：程序委員會;第10屆第2會期：財政委員會;第10屆第2會期：程序委員會;第10屆第2會期：修憲委員會;第10屆第3會期：財政委員會;第10屆第3會期：程序委員會;第10屆第3會期：紀律委員會;第10屆第3會期：修憲委員會;第10屆第4會期：財政委員會;第10屆第4會期：程序委員會;第10屆第5會期：司法及法制委員會;第10屆第5會期：程序委員會;第10屆第6會期：司法及法制委員會;第10屆第6會期：程序委員會;第10屆第7會期：司法及法制委員會;第10屆第7會期：程序委員會;第10屆第7會期：經費稽核委員會;,2020/02/01,臺北大學企業管理研究所博士;高雄科技大學名譽博士,國會研究室：02-2358-8286,合作金庫銀行副總經理、總經理金融監督管理委員會銀行局副局長、檢查局局長財政部常務次長、政務次長兼國安基金執行秘書財政部政務次長兼臺灣金控暨臺灣銀行董事長金融監督管理委員會主任委員台北大學講座教授立法院國民黨黨團書記長及總召集人、國民黨代理秘書長其他事項:一、財政部次長(2008年-2013年)兼任國安基金執行秘書， 97.8-12及100.12-101.1間，執行2次股市護盤工作，獲利高達374億元，對穩定股市、維持股市流動性及國庫收入均有重大貢獻。另召集公股銀行研提「青年安心成家方案」，辦理青年首次購屋貸款，截至目前已超過28萬戶，貸款金額計1兆1千億元，對協助青年朋友安心成家，卓有效益。二、金管會主委(2013年-2016年)任內推動金融打亞洲盃、金融進口替代、OBU業務負面表列、接管清算幸福人壽等三家問題保險公司、建立OIU境外保險制度、建立保險業立即糾正措施、開放當沖交易制度、放寬交易漲跌幅為10％及創立創櫃板制度政績卓著，被外界認為是歷年來最具開創性的主委！並榮獲總統府頒發景星勳章。三、2014年獲頒「李國鼎管理獎章」四、提案立法績效：(一)為維持金融秩序，保護消費者權益，全面修正提高銀行法(108.4.17總統公布)、金控法(108.1.16總統公布)罰鍰金額，俾利產生嚇阻作用，維持金融穩定。(二)為利金融創新，實現普惠金融，推動金融科技發展與創新實驗條例完成立法於107年1月31日總統公布實施。(三)為維持國家財政穩健，推動財政紀律法完成立法於108年4月10日總統公布實施。(四)為保障農民權益，俾利農業永續發展，推動農業保險法及農民退休儲金條例的立法，並分別於109年5月12日及22日完成三讀程序！五、「公民監督國會聯盟」評鑑為:優秀立委；「口袋國會」評鑑為：財政、內政委員會表現最優良立委、全院優質立委(全院僅3名委員獲獎),國會研究室：02-2358-8290,國會研究室：100221台北市中正區青島東路1號4樓3405室,http://www.ly.gov.tw//Images/Legislators/100071.jpg,否,,
10,游錫堃,You Si-Kun,男,民主進步黨,民主進步黨,全國不分區及僑居國外國民,第10屆第1會期：外交及國防委員會;第10屆第2會期：外交及國防委員會;第10屆第3會期：外交及國防委員會;第10屆第4會期：外交及國防委員會;第10屆第5會期：司法及法制委員會;第10屆第6會期：司法及法制委員會;第10屆第7會期：內政委員會;,2020/02/01,東海大學政治系畢業,院長辦公室：02-2358-5858;三重服務處：02-8972-3788,1981~1989 台灣省議會議員1986~1986 策劃民進黨圓山組黨1989~1997 宜蘭縣長1998~2001 台北藝術大學教授1998~2000 民進黨秘書長2000~2000 行政院副院長2000~2002 總統府秘書長2002~2005 行政院院長2006~2007 民進黨黨主席2020~迄今  立法院院長,院長辦公室：02-2395-5317;三重服務處：02-2973-8030,院長辦公室：100220台北市中正區中山南路1號;三重服務處：241012新北市三重區重新路四段91之1號3樓,http://www.ly.gov.tw//Images/Legislators/100072.jpg,否,,
10,湯蕙禎,TangHui-Jane,女,民主進步黨,民主進步黨,全國不分區及僑居國外國民,第10屆第1會期：內政委員會;第10屆第2會期：內政委員會;第10屆第3會期：內政委員會;第10屆第3會期：程序委員會;第10屆第4會期：內政委員會;第10屆第4會期：程序委員會;第10屆第5會期：內政委員會;第10屆第5會期：程序委員會;第10屆第6會期：內政委員會;第10屆第6會期：程序委員會;第10屆第7會期：司法及法制委員會;第10屆第7會期：程序委員會;第10屆第7會期：經費稽核委員會;,2020/02/01,台灣大學法律學系,國會研究室：02-2358-8106;龍潭服務處：03-479-6001、479-6002,第三屆國大代表桃園縣政府勞動及人力資源局長、法制處長桃園市政府民政局長,國會研究室：02-2358-8110;龍潭服務處：03-479-6003,國會研究室：100221台北市中正區青島東路1號3301室;龍潭服務處：325022桃園市龍潭區中興路673號,http://www.ly.gov.tw//Images/Legislators/100073.jpg,否,,
10,費鴻泰,Fai Hrong-Tai,男,中國國民黨,中國國民黨,臺北市第7選舉區,第10屆第1會期：財政委員會;第10屆第2會期：財政委員會;第10屆第2會期：修憲委員會;第10屆第3會期：司法及法制委員會;第10屆第3會期：程序委員會;第10屆第3會期：修憲委員會;第10屆第4會期：司法及法制委員會;第10屆第4會期：程序委員會;第10屆第5會期：財政委員會;第10屆第6會期：財政委員會;第10屆第6會期：紀律委員會;第10屆第7會期：財政委員會;,2020/02/01,美國肯塔基大學統計學博士;美國北伊諾大學統計學碩士;國立中興大學統計學學士;成功高中;大安國中;三興國小;信義國小,國會研究室：02-2358-6990;服務處：02-2729-1966,立法委員(94年迄今)中國國民黨政策會執行長國民黨中央常務委員立法院國民黨團書記長立法院財政委員會召集委員立法院程序委員會召集委員立法院經費稽核委員會委員臺北市議會副議長(87-91年)臺北市議會議員(83-94年),國會研究室：02-2358-6994;服務處：02-2720-9492,國會研究室：100224台北市中正區濟南路1段3之1號0502室;服務處：110013臺北市信義區莊敬路311號5樓,http://www.ly.gov.tw//Images/Legislators/100074.jpg,否,,
10,黃世杰,HuangShih-Chieh,男,民主進步黨,民主進步黨,桃園市第2選舉區,第10屆第1會期：內政委員會;第10屆第2會期：內政委員會;第10屆第2會期：修憲委員會;第10屆第3會期：司法及法制委員會;第10屆第3會期：紀律委員會;第10屆第3會期：修憲委員會;第10屆第4會期：司法及法制委員會;第10屆第5會期：司法及法制委員會;第10屆第5會期：紀律委員會;第10屆第6會期：司法及法制委員會;第10屆第7會期：內政委員會;,2020/02/01,2001年律師高考第一名;2001年司法官特考及格;美國哥倫比亞大學法學碩士;台灣大學法學碩士;台灣大學法律學系及社會學系雙學士;建國中學,國會研究室：02-2358-6281;大園服務處：0972-591-608;觀音服務處：0972-591-607;新屋服務處：0972-591-606;楊梅服務處：0972-591-605,桃園市政府參議顧問桃園市客家文化基金會監察人財團法人農業工程研究中心董事國際通商法律事務所律師,國會研究室：02-2358-6285,國會研究室：100224台北市中正區濟南路1段3之1號2119室;大園服務處：337017桃園市大園區中山北路159號;觀音服務處：328015桃園市觀音區中山路二段595號;新屋服務處：327005桃園市新屋區中華路237號;楊梅服務處：326001桃園市楊梅區自立街299號,http://www.ly.gov.tw//Images/Legislators/100075.jpg,否,,
10,黃秀芳,Huang Shiou-Fang,女,民主進步黨,民主進步黨,彰化縣第2選舉區,第10屆第1會期：社會福利及衛生環境委員會;第10屆第2會期：社會福利及衛生環境委員會;第10屆第3會期：社會福利及衛生環境委員會;第10屆第4會期：社會福利及衛生環境委員會;第10屆第5會期：社會福利及衛生環境委員會;第10屆第6會期：社會福利及衛生環境委員會;第10屆第7會期：社會福利及衛生環境委員會;,2020/02/01,靜宜大學外文系畢業,國會研究室：02-2358-6256;彰化服務處：04-728-0980,第九屆立法委員彰化縣第16、17、18屆議員民主進步黨全國黨代表立法委員周清玉服務處主任立法委員姚嘉文服務處助理關懷文教基金會執行長彰化縣慢速壘球協會理事長台灣關懷婦女協會理事長彰化縣花壇愛心慈善會永久會員東海大學人力資源管理班結業,國會研究室：02-2358-6260;彰化服務處：04-728-1498,國會研究室：100224台北市中正區濟南路1段3之1號0407室;彰化服務處：500004彰化縣彰化市中正路一段477號,http://www.ly.gov.tw//Images/Legislators/100076.jpg,否,,
10,黃國書,Huang Kuo-Shu,男,無黨籍,0無,臺中市第6選舉區,第10屆第1會期：教育及文化委員會;第10屆第1會期：紀律委員會;第10屆第2會期：教育及文化委員會;第10屆第3會期：教育及文化委員會;第10屆第4會期：教育及文化委員會;第10屆第5會期：教育及文化委員會;第10屆第6會期：教育及文化委員會;第10屆第7會期：教育及文化委員會;,2020/02/01,國立中興大學國際政治研究所碩士;國立臺北藝術大學;國立臺中一中,國會研究室：02-2358-6846;東南區服務處：04-2261-2525;中西區服務處：04-2376-8701,第9屆立法委員第8屆立法委員臺中市議員（連任五屆1998.03.01~2016.01.31）民進黨第7屆中央評議委員國立中興大學第廿屆傑出校友臺中市醫師公會顧問臺中一中校友會監事,國會研究室：02-2358-6850;東南區服務處：04-2260-3636;中西區服務處：04-2376-8702,國會研究室：100224台北市中正區濟南路1段3之1號0302室;東南區服務處：402017臺中市南區南平路35-17號;中西區服務處：403029臺中市西區美村路一段632號B1,http://www.ly.gov.tw//Images/Legislators/100077.jpg,否,,
10,楊曜,Yang Yao,男,民主進步黨,民主進步黨,澎湖縣選舉區,第10屆第1會期：社會福利及衛生環境委員會;第10屆第2會期：社會福利及衛生環境委員會;第10屆第3會期：社會福利及衛生環境委員會;第10屆第4會期：社會福利及衛生環境委員會;第10屆第5會期：社會福利及衛生環境委員會;第10屆第6會期：社會福利及衛生環境委員會;第10屆第7會期：社會福利及衛生環境委員會;,2020/02/01,東海大學法律系畢業,國會研究室：02-2358-6736;澎湖服務處：06-921-8678,澎湖縣工業策進會總幹事澎湖縣中小企業服務中心主任民進黨澎湖縣黨部執行長澎湖縣議會第16屆議員澎湖縣議會第17屆議員民進黨澎湖縣黨部主委立法院(第8-9屆)委員,國會研究室：02-2358-6740;澎湖服務處：06-921-1317,國會研究室：100224台北市中正區濟南路1段3之1號0205室;澎湖服務處：880009澎湖縣馬公市新店路473號,http://www.ly.gov.tw//Images/Legislators/100078.jpg,否,,
10,楊瓊瓔,Yang Chiung-Ying,女,中國國民黨,中國國民黨,臺中市第3選舉區,第10屆第1會期：經濟委員會;第10屆第2會期：經濟委員會;第10屆第2會期：紀律委員會;第10屆第2會期：修憲委員會;第10屆第3會期：經濟委員會;第10屆第3會期：修憲委員會;第10屆第4會期：經濟委員會;第10屆第5會期：經濟委員會;第10屆第6會期：經濟委員會;第10屆第6會期：紀律委員會;第10屆第7會期：經濟委員會;,2020/02/01,東海大學社會學系畢業;東海大學公共事務碩士;亞洲大學健康產業管理學系博士候選人,國會研究室：02-2358-8006;大雅服務處：04-2568-5512,臺中市副市長立法院第四、五、六、七、八屆立法委員立法院國民黨團書記長立法院財政、經濟、教育及文化委員會召集委員立法院中美洲議會觀察員臺灣省議會第九、十屆省議員國民黨副秘書長、中央常務委員、婦工會主任,國會研究室：02-2358-8010;大雅服務處：04-2568-2112,國會研究室：100224台北市中正區濟南路1段3之1號2108室;大雅服務處：428004台中市大雅區學府路405號,http://www.ly.gov.tw//Images/Legislators/100079.jpg,否,,
10,溫玉霞,WenYu-Hsia,女,中國國民黨,中國國民黨,全國不分區及僑居國外國民,第10屆第1會期：外交及國防委員會;第10屆第2會期：外交及國防委員會;第10屆第3會期：外交及國防委員會;第10屆第3會期：程序委員會;第10屆第4會期：外交及國防委員會;第10屆第4會期：程序委員會;第10屆第5會期：外交及國防委員會;第10屆第6會期：外交及國防委員會;第10屆第7會期：社會福利及衛生環境委員會;,2020/02/01,美國密拉瑪大學MBA碩士學位,國會研究室：02-2358-6236,總統府國策顧問世界台灣商會聯合總會第十一屆總會長中華民國僑務委員中華民國僑務諮詢委員 世界台灣商會聯合總會名譽總會長世界台灣商會聯合總會第八屆監事長非洲台灣商會聯合總會監事長海華文教基金會董事世界華人工商婦女企管協會監事長世界華人工商婦女企管協會南非洲創會總會長南非賴斐台商學校董事長南非吳趙歸獎學金基金會董事長賴索托日產汽車總代理董事長賴索托 UD 卡車總代理董事長賴索托紙業股份有限公司董事長賴索托阿彌陀佛關懷中心(孤兒院)董事長,國會研究室：02-2358-6240,國會研究室：100224台北市中正區濟南路1段3之1號1108室,http://www.ly.gov.tw//Images/Legislators/100080.jpg,否,,
10,萬美玲,WanMei-Ling,女,中國國民黨,中國國民黨,桃園市第4選舉區,第10屆第1會期：教育及文化委員會;第10屆第2會期：教育及文化委員會;第10屆第2會期：紀律委員會;第10屆第3會期：教育及文化委員會;第10屆第4會期：教育及文化委員會;第10屆第4會期：程序委員會;第10屆第5會期：教育及文化委員會;第10屆第5會期：程序委員會;第10屆第6會期：教育及文化委員會;第10屆第7會期：教育及文化委員會;,2020/02/01,美國明尼蘇達州立曼徹普立敦大學,國會研究室：02-2358-6156;桃園服務處：03-2288-959,廣州暨南大學國際關係研究所碩士桃園縣第15、16、17屆縣議員桃園市第1、2屆市議員桃園市議會教育審查小組召集人朱立倫競選總統辦公室新聞發言人中山國小家長會長中興國中管樂班後援會會長兒童少年保護協會理事長桃園區女青年會理事長婦女企管協會理事長嘉義同鄉會副理事長江西同鄉會理事長,國會研究室：02-2358-6160;桃園服務處：03-2288-956,國會研究室：100224台北市中正區濟南路1段3之1號0406室;桃園服務處：330057桃園市桃園區泰昌三街30號,http://www.ly.gov.tw//Images/Legislators/100081.jpg,否,,
10,游毓蘭,YuYu-Lan,女,中國國民黨,中國國民黨,全國不分區及僑居國外國民,第10屆第1會期：內政委員會;第10屆第2會期：內政委員會;第10屆第3會期：司法及法制委員會;第10屆第3會期：紀律委員會;第10屆第4會期：司法及法制委員會;第10屆第5會期：司法及法制委員會;第10屆第5會期：程序委員會;第10屆第6會期：司法及法制委員會;第10屆第6會期：程序委員會;第10屆第7會期：內政委員會;,2020/02/01,宜蘭縣礁溪鄉三民國民小學;台北市老松國民小學;台北市古亭女子國民中學;台北市第一女子高級中學;中央警察大學公共安全系;美國西伊利諾大學警政管理碩士;美國伊利諾大學公共政策分析博士,國會研究室：02-2358-6299;板橋服務處：02-8252-0666,亞洲警察學會主席、亞洲警察學會秘書長中央警察大學推廣教育中心主任、圖書館館長、外事警察學系主任兼外事警察研究所所長、行政警察學系主任、警察政策研究所所長台北市婦女救援基金會董事長美國布魯金斯研究院研究員總統府人權諮詢委員會委員新住民發展基金會委員,國會研究室：02-2358-6300;板橋服務處：02-8252-5777,國會研究室：100008台北市中正區青島東路10號3505室;板橋服務處：220469新北市板橋區文化路二段182巷1弄10號,http://www.ly.gov.tw//Images/Legislators/100082.jpg,否,,
10,廖國棟Sufin‧Siluko,Liao Kuo-Tung,男,中國國民黨,中國國民黨,平地原住民選舉區,第10屆第1會期：經濟委員會;第10屆第1會期：紀律委員會;第10屆第3會期：社會福利及衛生環境委員會;第10屆第4會期：社會福利及衛生環境委員會;第10屆第5會期：社會福利及衛生環境委員會;第10屆第6會期：社會福利及衛生環境委員會;第10屆第7會期：經濟委員會;,2020/02/01,高雄醫學大學醫學系,國會研究室：02-2358-8176;台東服務處：089-228-698、228-798,立法院國民黨黨團總召第五.六.七.八.九屆立法委員第三屆國大代表臺東縣基督教醫院主治醫師臺東縣衛生局課長臺東縣延平.海端.蘭嶼.成功.長濱等鄉鎮衛生所主任兼醫師立法院厚生會會長東甯診所院長中華海峽兩岸醫療暨健康產業發展協會理事長立法院國民黨黨團書記長國民黨中常委,國會研究室：02-2358-8180;台東服務處：089-228-600、237-520,國會研究室：100224台北市中正區濟南路1段3之1號0807室;台東服務處：950007臺東市四維路3段72號,http://www.ly.gov.tw//Images/Legislators/100083.jpg,否,,
10,廖婉汝,LiaoWan-Ju,女,中國國民黨,中國國民黨,全國不分區及僑居國外國民,第10屆第1會期：社會福利及衛生環境委員會;第10屆第2會期：社會福利及衛生環境委員會;第10屆第2會期：修憲委員會;第10屆第3會期：外交及國防委員會;第10屆第3會期：紀律委員會;第10屆第3會期：修憲委員會;第10屆第3會期：經費稽核委員會;第10屆第4會期：外交及國防委員會;第10屆第4會期：經費稽核委員會;第10屆第5會期：外交及國防委員會;第10屆第6會期：外交及國防委員會;第10屆第7會期：外交及國防委員會;,2020/02/01,車城國小;高雄市私立道明中學國中部;高雄女中;國立臺灣師範大學;國立政治大學EMBA經營管理碩士,國會研究室：02-2358-6221;潮州服務處：08-780-0967,行政院顧問第四、五、六、七屆立法委員第二、三屆國大代表中國國民黨中央委員、中常委、中央評議委員、屏東縣黨部主任委員屏東縣工業會顧問、屏東縣婦女會理事長、屏東縣女童軍會理事長、青溪婦聯會屏東縣支會主委、屏東縣婦女之家服務協會理事長中華民國工商建研會第20期會長、台灣農業整合行銷發展協會理事長,國會研究室：02-2358-6225;潮州服務處：08-780-0978,國會研究室：100221台北市中正區青島東路1號3309室;潮州服務處：920002屏東縣潮州鎮永春里北平路62號,http://www.ly.gov.tw//Images/Legislators/100084.jpg,否,,
10,管碧玲,Kuan Bi-Ling,女,民主進步黨,民主進步黨,全國不分區及僑居國外國民,第10屆第1會期：內政委員會;第10屆第1會期：程序委員會;第10屆第1會期：紀律委員會;第10屆第2會期：內政委員會;第10屆第2會期：程序委員會;第10屆第2會期：修憲委員會;第10屆第3會期：內政委員會;第10屆第3會期：程序委員會;第10屆第3會期：修憲委員會;第10屆第4會期：內政委員會;第10屆第4會期：程序委員會;第10屆第5會期：內政委員會;第10屆第5會期：程序委員會;第10屆第6會期：內政委員會;第10屆第6會期：程序委員會;,2020/02/01,台灣大學政治學博士,國會研究室：02-2358-8146;內惟服務處：07-533-0227,哈佛大學甘迺迪政府學院國家與國際安全高階行政專班結業臺北大學公共行政暨政策系副教授台灣教授協會秘書長第六、七、八、九、十屆立法委員高雄市新聞處處長、高雄市文化局長立法院教育文化委員會、交通委員會 召集委員立法院民進黨黨團幹事長民進黨中央黨部政策中心主任民進黨中常委、中執委,國會研究室：02-2358-8150;內惟服務處：07-521-5237,國會研究室：100224台北市中正區濟南路1段3之1號0901室;內惟服務處：804011高雄市鼓山區九如四路1097號,http://www.ly.gov.tw//Images/Legislators/100085.jpg,是,2023/01/31,辭職
10,趙天麟,Chao Tien-Lin,男,民主進步黨,民主進步黨,高雄市第6選舉區,第10屆第1會期：外交及國防委員會;第10屆第2會期：外交及國防委員會;第10屆第2會期：修憲委員會;第10屆第3會期：外交及國防委員會;第10屆第3會期：紀律委員會;第10屆第3會期：修憲委員會;第10屆第4會期：外交及國防委員會;第10屆第5會期：外交及國防委員會;第10屆第6會期：外交及國防委員會;第10屆第7會期：外交及國防委員會;,2020/02/01,國立中山大學公共政策碩士,國會研究室：02-2358-6576;高雄服務處：07-333-6868,第8、9、10屆立法委員第6、7屆高雄市議員美國國務院IVLP國際訪問學人日本慶應大學法學部訪問研究員高雄科技大學工管博士班肄業陳其邁、陳菊、謝長廷高雄市長競選總幹事及發言人民進黨中國部、文宣部、青年部主任、發言人、中央執行委員高雄世新大學、真理大學校友會理事長前金教會執事,國會研究室：02-2358-6580;高雄服務處：07-333-6860,國會研究室：100224台北市中正區濟南路1段3之1號1103室;高雄服務處：802697高雄市苓雅區民權一路53號,http://www.ly.gov.tw//Images/Legislators/100086.jpg,否,,
10,趙正宇,Chao Cheng-Yu,男,無黨籍,民主進步黨,桃園市第6選舉區,第10屆第1會期：交通委員會;第10屆第2會期：交通委員會;第10屆第3會期：交通委員會;第10屆第4會期：交通委員會;第10屆第5會期：交通委員會;第10屆第6會期：交通委員會;第10屆第7會期：交通委員會;,2020/02/01,銘傳大學公共事務學系研究所碩士,國會研究室：02-2358-6896;八德辦公室：03-366-1613;大溪服務處：03-387-0097,八德市公所秘書八德市市民代表桃園縣第15、16、17屆縣議員桃園市第1屆市議員立法院第九屆立法委員,國會研究室：02-2358-6900;八德辦公室：03-361-7569;大溪服務處：03-388-0727,國會研究室：100224台北市中正區濟南路1段3之1號1002室;八德辦公室：334010桃園市八德區永福西街38號;大溪服務處：335013桃園市大溪區民權東路143號,http://www.ly.gov.tw//Images/Legislators/100087.jpg,否,,
10,劉世芳,Liu Shyh-Fang,女,民主進步黨,民主進步黨,高雄市第3選舉區,第10屆第1會期：司法及法制委員會;第10屆第2會期：司法及法制委員會;第10屆第2會期：修憲委員會;第10屆第3會期：司法及法制委員會;第10屆第3會期：修憲委員會;第10屆第4會期：司法及法制委員會;第10屆第5會期：交通委員會;第10屆第6會期：交通委員會;第10屆第6會期：紀律委員會;第10屆第7會期：外交及國防委員會;,2020/02/01,美國奧克拉荷馬州州立大學環境工程碩士;淡江大學化學工程系學士,國會研究室：02-2358-6066;高雄服務處：07-5566-813,第九屆立法委員高雄市副市長2009高雄世運組委會常務董事國家安全會議副秘書長總統府副秘書長行政院秘書長第五屆立法委員台中縣副縣長台北市環保局長澎湖縣政府機要秘書工研院副工程師,國會研究室：02-2358-6070;高雄服務處：07-5566-322,國會研究室：100224台北市中正區濟南路1段3之1號0308室;高雄服務處：813018高雄市左營區明誠二路402號,http://www.ly.gov.tw//Images/Legislators/100088.jpg,否,,
10,劉建國,Liu  Chien-Kuo,男,民主進步黨,民主進步黨,雲林縣第2選舉區,第10屆第1會期：社會福利及衛生環境委員會;第10屆第1會期：紀律委員會;第10屆第2會期：社會福利及衛生環境委員會;第10屆第3會期：外交及國防委員會;第10屆第4會期：外交及國防委員會;第10屆第5會期：司法及法制委員會;第10屆第6會期：司法及法制委員會;第10屆第7會期：司法及法制委員會;,2020/02/01,南華大學管理學碩士,國會研究室：02-2358-8088;斗六服務處：05-534-2586;西螺服務處：05-587-3586;斗南服務處：05-595-3586;古坑服務處：05-582-9559,立法院第七、八、九屆立法委員立法院社會福利及衛生環境委員會召委立法院厚生會會長民進黨議會黨團召集人暨第十五、十六屆議員、縣議會教育及預算小組召集人第六屆斗六市民代表雲林縣體育會副理事長雲林縣棒球委員會主委雲林縣社會關懷協會創會理事長,國會研究室：02-2358-8089;斗六服務處：05-532-2270;斗南服務處：05-595-1270;古坑服務處：05-582-9559,國會研究室：100224台北市中正區濟南路1段3之1號0602室;斗六服務處：640101雲林縣斗六市公明路3號;西螺服務處：648003雲林縣西螺鎮中正路222號;斗南服務處：630041雲林縣斗南鎮東光二街20號;古坑服務處：646010雲林縣古坑鄉新生路11-1號,http://www.ly.gov.tw//Images/Legislators/100089.jpg,否,,
10,劉櫂豪,Liu Chao-Hao,男,民主進步黨,民主進步黨,臺東縣選舉區,第10屆第1會期：交通委員會;第10屆第2會期：交通委員會;第10屆第2會期：紀律委員會;第10屆第3會期：交通委員會;第10屆第4會期：交通委員會;第10屆第5會期：交通委員會;第10屆第6會期：交通委員會;第10屆第7會期：交通委員會;,2020/02/01,國立政治大學法律學系畢業;司法官特考及格;律師高考及格,國會研究室：02-2358-6286;臺東服務處：089-310-979;東海岸服務處：089-831-188;南迴線服務處：089-702-191;縱谷線服務處：089-862-345;縱谷線服務處：0939-024126,高雄地方法院 法官台東地方法院 法官台東縣政府 副縣長劉櫂豪律師事務所 負責人/律師民進黨中央黨部 組織推廣部主任第8~10屆立法委員,國會研究室：02-2358-6290;臺東服務處：089-310-879;東海岸服務處：089-832-772;縱谷線服務處：089-863-525,國會研究室：100224台北市中正區濟南路1段3之1號0303室;臺東服務處：950021臺東市傳廣路18號;東海岸服務處：962001臺東縣長濱鄉長濱村4鄰12-14號;南迴線服務處：965臺東縣大武鄉南興村5鄰55號;縱谷線服務處：958003臺東縣池上鄉新生路231號;縱谷線服務處：958003臺東縣池上鄉中正路1號,http://www.ly.gov.tw//Images/Legislators/100090.jpg,否,,
10,蔡其昌,Tsai Chi-Chang,男,民主進步黨,民主進步黨,臺中市第1選舉區,第10屆第1會期：司法及法制委員會;第10屆第2會期：交通委員會;第10屆第2會期：司法及法制委員會;第10屆第3會期：交通委員會;第10屆第4會期：交通委員會;第10屆第5會期：司法及法制委員會;第10屆第6會期：司法及法制委員會;第10屆第7會期：財政委員會;,2020/02/01,臺灣省立清水高級中學（1987年）;東海大學歷史學系;東海大學歷史學碩士（1995年）;國立中興大學EMBA財金組（2008年）;泰國國立湄州大學觀光發展榮譽博士(2019年),國會研究室：02-2358-6151;清水服務處：04-2623-8581;大甲服務處：04-2688-7555,立法院副院長第6屆、第8屆、第9屆立法委員中興大學財金所博士班；中興大學校友總會理事長民主進步黨中常委、發言人臺中縣政府民政局長；臺中縣工業策進會總幹事靜宜大學、聯合大學兼任講師臺中市壘球委員會主任委員,國會研究室：02-2358-6155;清水服務處：04-2623-8583;大甲服務處：04-2688-9123,國會研究室：100224台北市中正區濟南路1段3之1號12樓;清水服務處：436045臺中市清水區中華路448號;大甲服務處：437006臺中市大甲區文武路274號,http://www.ly.gov.tw//Images/Legislators/100091.jpg,否,,
10,蔡易餘,Tsai Yi-Yu,男,民主進步黨,民主進步黨,嘉義縣第1選舉區,第10屆第1會期：司法及法制委員會;第10屆第2會期：司法及法制委員會;第10屆第2會期：紀律委員會;第10屆第2會期：修憲委員會;第10屆第3會期：經濟委員會;第10屆第3會期：修憲委員會;第10屆第4會期：經濟委員會;第10屆第5會期：交通委員會;第10屆第6會期：交通委員會;第10屆第7會期：經濟委員會;,2020/02/01,台灣大學財經法律學系畢業;台灣大學農學院生傳所碩士班,國會研究室：02-2358-6388;朴子服務處：05-370-8518;水上服務處：05-268-6860,萬國法律事務所律師民主進步黨中央執行委員台灣陪審團協會理事凱達格蘭基金會理事小英教育基金會顧問民主進步黨嘉義縣黨部主委第9、10屆立法委員,國會研究室：02-2358-6385;朴子服務處：05-370-8519;水上服務處：05-268-6863,國會研究室：100224台北市中正區濟南路1段3之1號0707室;朴子服務處：613002嘉義縣朴子市文化北路120號;水上服務處：608017嘉義縣水上鄉水頭村中興路183號,http://www.ly.gov.tw//Images/Legislators/100092.jpg,否,,
10,蔡適應,Tsai Shih-Ying,男,民主進步黨,民主進步黨,基隆市選舉區,第10屆第1會期：外交及國防委員會;第10屆第1會期：紀律委員會;第10屆第2會期：外交及國防委員會;第10屆第3會期：外交及國防委員會;第10屆第4會期：外交及國防委員會;第10屆第5會期：外交及國防委員會;第10屆第6會期：外交及國防委員會;第10屆第7會期：外交及國防委員會;,2020/02/01,國立臺北大學都市計劃研究所博士;淡江大學戰略所碩士;東海大學政治系,國會研究室：02-2358-6686;安樂服務處：02-2431-0070;基隆服務處：02-2426-0182,立法院外交國防委員會召集委員、民進黨立院黨團書記長台灣歐洲議會友好協會會長基隆市議員陸軍志願役指職軍官班第一期、備役上尉家扶中心助養人基隆觀光協會理事長立委王拓服務處副主任臺北大學都市計劃研究所博士候選人比利時魯汶大學訪問學人經國管理學院講師民進黨中央黨部發言人、市黨部主委,國會研究室：02-2358-6690;安樂服務處：02-2431-0071;基隆服務處：02-2426-0183,國會研究室：100224台北市中正區濟南路1段3之1號0505室;安樂服務處：204008基隆市安樂區基金一路135巷21弄2-1號;基隆服務處：202001基隆市中正區義一路114號2樓,http://www.ly.gov.tw//Images/Legislators/100093.jpg,否,,
